,lmin,wmin,temp,supply,cqload,toxe_n,toxm_n,toxref_n,toxp_n,xj_n,ndep_n,toxe_p,toxm_p,toxref_p,toxp_p,xj_p,ndep_p
0,34.80665607583162,238.45086446670516,46.31943036830701,0.9595078894258777,3.633044329246219,7.914715532223753e-10,7.505970415474418e-10,7.322766574915702e-10,5.173136247226723e-10,9.68911294042783e-09,8.572058126322531e+18,7.995126643039285e-10,7.884220920761042e-10,7.821020702718676e-10,5.23254502336136e-10,1.0145405224896971e-08,3.574264550429865e+18
1,33.052693936000566,244.60742817125276,14.319261619886774,0.8481633212436418,0.8892947610171952,6.942287293463336e-10,7.285170745536327e-10,7.207516842345527e-10,4.5765965746327776e-10,1.0370141893123348e-08,8.745745044641506e+18,7.739877057348131e-10,7.821205086750725e-10,7.820999643955865e-10,4.951887306812223e-10,9.978476243709289e-09,3.5721178770112364e+18
2,34.51468810475736,258.27710451056066,106.23708058989943,0.9581581159047754,2.474883222926393,7.465996344251565e-10,7.322063703191932e-10,7.783416007207089e-10,5.209221575145552e-10,1.0044739984355396e-08,8.689314427680159e+18,7.88642467441703e-10,7.956926112840496e-10,7.898377815601238e-10,5.017529546150006e-10,1.0215706118845041e-08,3.367043345080792e+18
3,33.197485332582524,239.90549834744144,78.64052841711373,0.9290867686535765,2.2362747819976034,7.469163806277106e-10,7.466800080957271e-10,7.3609350774769e-10,4.941150618501134e-10,1.0296236562407284e-08,8.599040736182625e+18,7.270455983699684e-10,7.469219510555108e-10,7.83474826007551e-10,5.018139009321874e-10,9.858210243239565e-09,3.3899376376675246e+18
4,32.97670833664132,236.59018702891305,97.16663016566308,0.8236366417629095,2.2711784260130203,6.971667966478908e-10,7.469057758102519e-10,7.47454046661049e-10,5.129283880759122e-10,9.777220354615291e-09,8.046029163617311e+18,7.976558866565854e-10,7.807200854608047e-10,7.49610801263493e-10,4.858674615099969e-10,9.928866742868536e-09,3.388586726894636e+18
5,32.245133263280955,247.2647613656589,89.82506769226336,0.8362911425393266,0.6172031320788172,7.601268212378941e-10,7.293878086998516e-10,7.745911582715691e-10,4.864709796049703e-10,1.0159753215940611e-08,8.753708012804173e+18,7.685184233385833e-10,7.673339021267588e-10,7.501622941534249e-10,5.264497104868765e-10,1.0145364523676369e-08,3.5160050233221903e+18
6,32.800509127676825,247.31204027485566,-31.238427342955447,0.9864997491248166,2.8580990637721726,7.856658982682851e-10,7.169349915884173e-10,7.41286261606432e-10,4.67591235533835e-10,1.0324889175335098e-08,8.459844908889922e+18,7.544121663848313e-10,7.484730543171508e-10,7.560590192849947e-10,4.86647719912188e-10,9.790050987480195e-09,3.7241583654471685e+18
7,34.31755730902414,228.87125424700932,67.68344178220306,0.905446273818285,2.4106669356354704,7.771054054212219e-10,7.488276780467457e-10,7.232893345962135e-10,4.844562575407211e-10,1.0075337531878731e-08,8.967941980398595e+18,8.119442258912822e-10,8.033077542500552e-10,7.212255883378817e-10,4.925818340042299e-10,9.878880957265658e-09,3.542905588464278e+18
8,33.272373755003485,240.81057243287947,-13.67771643692759,0.8819536904154124,2.024443505181928,7.57441440084238e-10,7.658033985269486e-10,7.328370783251921e-10,4.923016299885229e-10,9.822214104376337e-09,8.78623601866471e+18,7.661129255626845e-10,8.080360067280375e-10,7.524719790822118e-10,4.6314417970176357e-10,1.0390972538895372e-08,3.4789345385260995e+18
9,32.09215738764759,231.95279396713204,90.5443353802316,0.8982687566388707,0.9726803349010644,7.32863679071911e-10,7.335947511591564e-10,7.381683455457855e-10,5.263326556658222e-10,1.0258655688365925e-08,8.626989762029807e+18,7.46058995654372e-10,7.427695423452716e-10,8.294401688922802e-10,4.939292501543775e-10,1.0336816861908104e-08,3.435679099433269e+18
10,32.67082290231146,254.82324071069854,-46.203612608794494,0.9053224694938404,2.195504185698151,7.434010394223139e-10,7.572963580911575e-10,7.89955077671046e-10,5.044408636610111e-10,9.762780655838431e-09,8.7408651876616e+18,7.208246621530228e-10,7.984266964663221e-10,7.910741458675392e-10,5.150277392000796e-10,1.007659283765026e-08,3.485683225293125e+18
11,34.20133264056391,234.89883833365263,57.58646204442496,0.8465887001303284,3.155036960169572,7.834270881288952e-10,7.246608309901698e-10,7.511499573485095e-10,4.883192529386956e-10,1.036134525499988e-08,8.665004105426681e+18,7.629215672651524e-10,7.41469508111574e-10,7.866445105535405e-10,5.049795704028827e-10,1.0207374219742146e-08,3.4364848945386486e+18
12,32.68718731103736,229.3088925224081,-26.674991593897754,0.9373854094994709,3.462547457341737,7.280221847846503e-10,7.246257815282125e-10,7.747603318270502e-10,4.985307069238577e-10,9.370814476196624e-09,9.026560634387214e+18,7.893284102677779e-10,8.083655900822376e-10,7.46519391806035e-10,5.089926604388065e-10,9.771539070237666e-09,3.5316591737243525e+18
13,35.47564911034936,243.75447320428046,49.78119942979028,0.9841334208916929,0.1931641072651303,7.030535710952963e-10,7.349690083751247e-10,7.681349629730462e-10,5.01382033403615e-10,9.994265471223963e-09,8.449605818360877e+18,7.812742379640391e-10,7.694769519338452e-10,7.642107427523246e-10,5.049580006872398e-10,9.863584216601723e-09,3.6954257763996155e+18
14,34.69993479796712,252.0374102348016,-7.773981906306403,0.9860796660669398,4.029419408927748,7.825374302472267e-10,7.225345536378941e-10,7.678605713205811e-10,4.998747805349368e-10,1.0006352714992224e-08,8.982372410652946e+18,7.437341254514974e-10,7.1607371835934e-10,7.631835829061855e-10,4.753017602704111e-10,9.939318374655447e-09,3.504878608035615e+18
15,34.22702867219106,245.35523676322146,5.790958553070801,0.9808907349753441,1.5562374592068495,7.840996244057511e-10,7.817002213171314e-10,7.570482345379481e-10,5.218377307153299e-10,9.801697861159548e-09,8.907269098648708e+18,7.797077323914399e-10,7.672217591827126e-10,8.052351289405942e-10,5.077772462312759e-10,1.022646105224947e-08,3.484479851130664e+18
16,33.686049501459216,233.56733202491597,49.6992535540937,0.9375554183312391,4.778521046975412,7.774893023669587e-10,7.551489926601055e-10,7.306050536314982e-10,4.859350517152751e-10,9.774484537592748e-09,8.639426324647736e+18,7.96915941331967e-10,7.694023357167023e-10,7.750890089191067e-10,5.200940758041402e-10,9.832283158781967e-09,3.639041232567892e+18
17,32.40946123474045,235.37614002130874,-28.57262903148509,0.9134832895822762,2.133031095820573,7.026134740958951e-10,7.371658924033367e-10,7.540524825827263e-10,5.028781262258061e-10,1.0234726559382857e-08,8.521479906149499e+18,7.411453842462897e-10,7.490256332947151e-10,7.816039915080539e-10,4.846043837254467e-10,1.0459980197520105e-08,3.547632773495515e+18
18,36.213718003282686,251.20069538234196,19.499950407375067,0.9799977246328317,3.996713333725775,7.264789496064483e-10,7.763522942895806e-10,7.44480535092735e-10,5.34405595599917e-10,1.0710577855620602e-08,9.065229234786706e+18,7.713919986668517e-10,7.50568079443527e-10,8.006360496029248e-10,4.675447546786439e-10,1.0096789863863654e-08,3.431492376528445e+18
19,34.93785764391935,247.6749805560782,70.00783289130676,0.8817464625553368,4.736549727411957,7.309083839990206e-10,7.833530355310228e-10,7.943395662020268e-10,5.204538443084958e-10,9.792488418686299e-09,8.721385563897653e+18,7.704916385196079e-10,7.787878598283745e-10,7.494924450487528e-10,5.274773574726175e-10,1.0150068398009536e-08,3.395160752605454e+18
20,34.20235815981682,226.77938381800095,-44.23988748775153,0.9504464602436377,0.9792275665323386,7.705027706078522e-10,7.8190804276504e-10,7.730432261030824e-10,5.092570062179728e-10,9.730309652795341e-09,8.690883053727159e+18,8.170744767052802e-10,7.676325489777786e-10,7.740622665943022e-10,5.082041470003709e-10,9.972918111554649e-09,3.344963497144811e+18
