,lmin,wmin,temp,supply,cqload,toxe_n,toxm_n,toxref_n,toxp_n,xj_n,ndep_n,toxe_p,toxm_p,toxref_p,toxp_p,xj_p,ndep_p
0,47.672329922195644,252.85100739287466,46.31943036830701,0.9687923255240195,3.633044329246219,9.399158036905528e-10,9.10111413532571e-10,9.331589388802733e-10,6.612132218550923e-10,1.2981198088339553e-08,6.786454234536645e+18,9.672417044746546e-10,9.794046899442858e-10,9.033880600884894e-10,6.567450267259701e-10,1.4290397930635619e-08,2.842206218855075e+18
1,49.12293497099062,251.0874072975912,14.319261619886774,1.0841825898841913,0.8892947610171952,8.98709758990639e-10,9.167539948402962e-10,8.808112670391111e-10,6.171867583725022e-10,1.3643442207134862e-08,6.881843060976781e+18,8.759149852408922e-10,9.717460488973656e-10,9.229568573463415e-10,6.613498384823377e-10,1.4417290784598914e-08,2.8253846324234614e+18
2,44.81018189073634,257.95744561256976,106.23708058989943,0.9065206651056807,2.474883222926393,9.249987319564286e-10,8.910546368443419e-10,9.15315484693002e-10,6.496764363121084e-10,1.5716950511417528e-08,6.752083918476458e+18,9.042080384125202e-10,9.274590811669208e-10,9.085815642525406e-10,6.545680244508441e-10,1.3481326842927446e-08,2.7959133413643996e+18
3,47.69525309560157,239.29154438832714,78.64052841711373,0.9888928633409069,2.2362747819976034,8.52571300440981e-10,8.742048129611354e-10,8.541005948280107e-10,6.375231444740014e-10,1.4364776980372023e-08,6.310092966536863e+18,9.087065948406293e-10,8.965047290780395e-10,9.435532038903765e-10,6.498631202144976e-10,1.4020566669492889e-08,2.8470280528889446e+18
4,45.97104013174866,260.605786628626,97.16663016566308,1.066959914298859,2.2711784260130203,9.351422979908168e-10,9.35454047659375e-10,9.104480247187359e-10,6.691565528621336e-10,1.430577531156113e-08,6.605972342166029e+18,9.193243431660234e-10,1.004173169886205e-09,9.270612373571663e-10,6.509246217163152e-10,1.4432910430689892e-08,2.854839915980546e+18
5,46.34444092642543,267.51762461661457,89.82506769226336,0.9255422451450719,0.6172031320788172,8.950681061327474e-10,9.218122770767639e-10,8.654394037015609e-10,6.607701556090197e-10,1.4239740792866355e-08,6.47121844166368e+18,9.240157197836541e-10,8.971088731986665e-10,9.091189243484038e-10,6.153281232227288e-10,1.4571500775251707e-08,2.875159814628535e+18
6,45.70191452220083,250.29688132232982,-31.238427342955447,1.0028377927904681,2.8580990637721726,8.804487763829584e-10,8.341896612214741e-10,8.86944580129549e-10,6.4607794198884e-10,1.4172578934593595e-08,6.513800581473408e+18,9.15229906790386e-10,9.5123007029051e-10,8.699593921745535e-10,6.425833721548139e-10,1.4680030377252647e-08,2.825930997929353e+18
7,43.807900572053896,254.57659834710586,67.68344178220306,1.0240289228632464,2.4106669356354704,9.340078538536274e-10,9.42787099144664e-10,8.992476913903731e-10,6.650555528761614e-10,1.4034392166905006e-08,6.552773694658398e+18,9.37635763913759e-10,9.45202501338478e-10,8.654289037148043e-10,6.550882584323798e-10,1.2803833062868947e-08,2.769323222510971e+18
8,50.57637481055115,256.3809508479647,-13.67771643692759,0.9065301873447185,2.024443505181928,9.578024766674728e-10,9.177679741164607e-10,9.409355062211492e-10,6.623424939814201e-10,1.3243708763089946e-08,6.398566386464901e+18,9.164448210907946e-10,9.254803111349499e-10,9.401479485525527e-10,6.639473181820451e-10,1.4073737105609174e-08,2.7699789259205074e+18
9,49.0606238903179,245.4760505684355,90.5443353802316,0.9278097457037685,0.9726803349010644,9.242219695954611e-10,9.60525777413427e-10,8.878931419916052e-10,6.636350996277711e-10,1.3126127612204893e-08,6.543372271344641e+18,9.119732419071794e-10,9.064789158895069e-10,8.746155063623963e-10,6.333463002901479e-10,1.4490785437422562e-08,2.8365223989732383e+18
