,lmin,wmin,temp,supply,cqload,toxe_n,toxm_n,toxref_n,toxp_n,xj_n,ndep_n,toxe_p,toxm_p,toxref_p,toxp_p,xj_p,ndep_p
0,33.86697951624731,241.87598956592583,46.31943036830701,0.8279883836760713,3.633044329246219,1.1073341075581908e-09,1.1769432186623463e-09,1.1527007112696948e-09,9.256034748175156e-10,1.0215218122836575e-08,3.8284735726314143e+18,1.1898025193175667e-09,1.1996649160977566e-09,1.174260917639184e-09,9.167681623956667e-10,1.0316743648505775e-08,3.110058408193846e+18
1,35.22940579056675,228.03179023350592,14.319261619886774,0.9225459691778185,0.8892947610171952,1.1536402984145012e-09,1.1855226337250933e-09,1.0736696571571676e-09,9.41959355697935e-10,1.0057134208521984e-08,4.041484487720567e+18,1.1913900563949569e-09,1.180404838601765e-09,1.1572871984458945e-09,8.651502905542544e-10,1.0055180613032653e-08,3.1025237219040676e+18
2,33.04950158104395,238.85590311589831,106.23708058989943,0.9661097144663413,2.474883222926393,1.1301108897317724e-09,1.131538035056524e-09,1.2348567399892617e-09,9.048521898967199e-10,1.0517441875018331e-08,4.1104956346873057e+18,1.2309981509005249e-09,1.1749736792678372e-09,1.2158878363976093e-09,8.801341134828825e-10,1.025260909287299e-08,3.0842616156128973e+18
3,33.66559801852061,238.74037579496905,78.64052841711373,0.9813280502942799,2.2362747819976034,1.2021376866250324e-09,1.236921325252676e-09,1.1159006106250167e-09,9.225506950097737e-10,9.501502588972743e-09,3.9863133236431575e+18,1.2199242569786165e-09,1.1984370207704786e-09,1.199195851186109e-09,8.793755031520719e-10,1.0167581981832324e-08,3.0715922252639805e+18
4,33.89969734711716,234.6042950282431,97.16663016566308,0.9439413910683596,2.2711784260130203,1.1121642643890139e-09,1.0842709614069705e-09,1.1439404451401977e-09,9.00225351266076e-10,9.64813756123602e-09,4.134162799048359e+18,1.2364229160618309e-09,1.2455137174346581e-09,1.197396321921595e-09,9.415658231313196e-10,1.0164930160502374e-08,3.0908381987871457e+18
5,30.21108245991269,244.63804927264474,89.82506769226336,0.9485917328531506,0.6172031320788172,1.1964964064241632e-09,1.1472577319954759e-09,1.1433972321190687e-09,8.809740674332596e-10,1.0026319591717e-08,3.803301443587506e+18,1.1371810489031365e-09,1.1831773184409053e-09,1.2246568069873634e-09,9.257483719324506e-10,9.563819380493782e-09,3.1484050598401577e+18
6,35.50988955437545,236.90351167966605,-31.238427342955447,0.8345866646144553,2.8580990637721726,1.1413121470974546e-09,1.1275450207437225e-09,1.1410180997177873e-09,8.879325573483561e-10,9.928808710911058e-09,4.1524180925332813e+18,1.179304875105055e-09,1.2063581173313237e-09,1.1978349432382037e-09,9.40365270806105e-10,9.86272098390983e-09,2.980305008999116e+18
7,34.14802934741957,241.7527695041298,67.68344178220306,0.8838631486532363,2.4106669356354704,1.1621257146885285e-09,1.2435240928468373e-09,1.1582388064624614e-09,8.836444067123456e-10,9.819773171589114e-09,4.0580756935322465e+18,1.1854843169115424e-09,1.2789013091550793e-09,1.2616153220688704e-09,9.351414635920873e-10,1.0020471070304872e-08,3.038311990461113e+18
8,34.130621552176294,235.20628630146365,-13.67771643692759,0.9653840039510717,2.024443505181928,1.2209791018310005e-09,1.158132077576501e-09,1.2484619771468683e-09,8.793526478378784e-10,9.724312825569879e-09,4.185767846189887e+18,1.218824532997746e-09,1.2006229375253895e-09,1.2276193291971028e-09,9.179039422250842e-10,9.789905527158646e-09,3.0724211258569887e+18
9,33.07490331900984,245.90946795047225,90.5443353802316,0.8593509584728918,0.9726803349010644,1.2074411374567367e-09,1.1630713483323417e-09,1.2110420799264795e-09,8.644021529025076e-10,9.935480782198094e-09,4.2367072073302303e+18,1.2554623819819218e-09,1.2326786132741456e-09,1.2130476375953788e-09,9.133915032057546e-10,9.362837974721232e-09,2.934674694768777e+18
