,lmin,wmin,temp,supply,cqload,toxe_n,toxm_n,toxref_n,toxp_n,xj_n,ndep_n,toxe_p,toxm_p,toxref_p,toxp_p,xj_p,ndep_p
0,23.37001492449022,236.98388629990083,46.31943036830701,0.8611407173015507,3.633044329246219,1.037832887921615e-09,1.0370797665702928e-09,1.0524640147482082e-09,7.987794219058251e-10,6.872182979921179e-09,5.217257371863307e+18,1.0857466311821647e-09,1.1655180024569116e-09,1.1121948109440693e-09,8.130720507801343e-10,7.676340644649965e-09,4.542725320991897e+18
1,24.17766249273817,246.11451437084503,14.319261619886774,0.735960850390242,0.8892947610171952,1.057431106187282e-09,1.0436428803024697e-09,1.0804104854640957e-09,7.955944997611457e-10,7.095864441703603e-09,5.458091583857246e+18,1.0848546414771136e-09,1.0997656961474895e-09,1.082493211527131e-09,7.783998433657447e-10,7.033510905992402e-09,4.5453146662001725e+18
2,24.77724921085178,238.13788759089394,106.23708058989943,0.7524203081621578,2.474883222926393,9.787214521803593e-10,1.0206673717783591e-09,1.0385961162789125e-09,8.199070698471163e-10,7.37370458024653e-09,5.815253813399164e+18,1.097496706958454e-09,1.1202740377828676e-09,1.121267786768404e-09,8.035956226043099e-10,7.3341901613662755e-09,4.231244761907478e+18
3,23.13907317723181,231.8372980858741,78.64052841711373,0.7355246402815987,2.2362747819976034,1.0209237362007794e-09,9.8533772011023e-10,1.0630948176174478e-09,8.642792052979886e-10,6.994212388665403e-09,5.665581871089351e+18,1.100231385820451e-09,1.0939109268667683e-09,1.083723109480549e-09,8.124808880939754e-10,6.938479204468298e-09,4.514070434411114e+18
4,23.287645706807822,232.0271333600096,97.16663016566308,0.7718023410818413,2.2711784260130203,1.0303695004873641e-09,1.0347476890978903e-09,1.0844465440098395e-09,8.338390026967595e-10,7.083539517634865e-09,5.402348671925951e+18,1.1660625299442301e-09,1.099199663607951e-09,1.0918776777777098e-09,8.151104631719989e-10,7.449290959518821e-09,4.387669875369876e+18
5,23.706046273095676,226.89033982390526,89.82506769226336,0.8373479946622366,0.6172031320788172,1.087203688423955e-09,1.0708178892034413e-09,1.043993130794626e-09,7.968869659899023e-10,7.68304533712538e-09,5.342001556729386e+18,1.1631588296755571e-09,1.1683929270556816e-09,1.122928454736681e-09,8.268425088267235e-10,6.892633899078037e-09,4.4656198865272704e+18
6,24.161981981547655,235.79605075030713,-31.238427342955447,0.7512788192232397,2.8580990637721726,1.046704347267422e-09,1.0878426874416927e-09,1.122710099343987e-09,8.335433758192234e-10,6.950954575036524e-09,5.527191475454893e+18,1.0898344994578788e-09,1.1291147685986741e-09,1.0833430194491642e-09,8.240757803440702e-10,7.15086533809732e-09,4.238777306242808e+18
7,23.606860773136734,228.65239216656627,67.68344178220306,0.8581428326152846,2.4106669356354704,1.0394662591460458e-09,1.0194345731819659e-09,1.0155508469454176e-09,8.302773799365563e-10,7.044038725904253e-09,5.367576773420919e+18,1.1129078161312908e-09,1.1422110722446962e-09,1.0891401129882209e-09,8.025813124474614e-10,7.376980978137966e-09,4.61010786283448e+18
8,23.317485516844563,227.24885352503452,-13.67771643692759,0.8445257490468985,2.024443505181928,1.0376512084856714e-09,1.0656488671278604e-09,1.0679182552084594e-09,8.145150279856272e-10,7.3089993296615975e-09,5.365215851154928e+18,1.0718123010553666e-09,1.1019391175089115e-09,1.1404168212583977e-09,7.526382233303568e-10,7.093937233002058e-09,4.2969582814807823e+18
9,24.68782497679265,232.50637158353572,90.5443353802316,0.7801995643176297,0.9726803349010644,1.1169153338264335e-09,1.0118186900623015e-09,1.0720081119680547e-09,8.161380427592355e-10,7.115629751347113e-09,5.247470031312194e+18,1.007681295606803e-09,1.0866040170554844e-09,1.0941709870755327e-09,8.12856097979838e-10,7.148659684264428e-09,4.476033537669232e+18
10,24.785995869955222,226.32168098019952,-46.203612608794494,0.7525381125451409,2.195504185698151,1.0374041745834168e-09,1.0184820020776992e-09,1.0576442632286663e-09,7.803077769769637e-10,7.2129265859935595e-09,5.266852405982423e+18,1.134189190976988e-09,1.0281117124940327e-09,1.0906376089133098e-09,7.78136427093194e-10,7.190136966122136e-09,4.274618410005354e+18
11,24.670198530964782,240.94603008951006,57.58646204442496,0.7321428134372158,3.155036960169572,1.1283498069378023e-09,1.0415805173053879e-09,1.0252915616044305e-09,7.599027033361022e-10,7.06379063575622e-09,5.719409640742521e+18,1.1045046409010121e-09,1.1018366284339315e-09,1.085473475519886e-09,7.640288774263985e-10,6.78383178112012e-09,4.1727752304813844e+18
12,25.26523448272752,237.81380914654187,-26.674991593897754,0.8193522557637231,3.462547457341737,1.071288120083699e-09,1.0469310281868588e-09,1.0649878004981095e-09,7.986613228951905e-10,7.083802136801442e-09,5.584435197398943e+18,1.150527708004373e-09,1.0793966097643942e-09,1.1041625081252883e-09,8.22230102209458e-10,7.390638563084496e-09,4.465800873255412e+18
